text,label
"máy tính bảng ồn, độ bền chưa tốt; hỗ trợ kém.",negative
"máy lọc không khí đóng gói sơ sài, thiết kế chưa tốt; hỗ trợ kém.",negative
"So với HP thì camera tốt , nhìn chung bình thường",neutral
"máy in ồn, chất âm chưa tốt; giao chậm.",negative
"chuột không dây khó kết nối, độ ổn định chưa tốt; phản hồi chậm.",negative
"may anh lừa đảo cmnr, giao hàng lâu.",very_negative
"sản phẩm bàn phím cơ yêu cầu hoàn tiền, giao hàng cực kém; phản hồi chậm, rất bực mình.",very_negative
"So với Lenovo thì chất liệu kém , nhìn chung được",neutral
"sản phẩm đồng hồ thông minh hỏng ngay lần đầu, hiệu năng cực kém; hỗ trợ kém, hỏng ngay khi mở hộp.",very_negative
"loa bluetooth không như kỳ vọng, giao hàng chưa tốt; đóng gói ẩu.",negative
"máy tính bảng nóng, giao hàng chưa tốt; phản hồi chậm.",negative
"So với Xiaomi thì vỏ máy tạm , nhìn chung ổn thôi",neutral
"Samsung sạc dự phòng giá cao, dịch vụ chưa tốt; phản hồi chậm.",negative
"sản phẩm điện thoại rất tệ, chất âm cực kém; hỗ trợ kém, rất bực mình.",very_negative
"Dell sản phẩm đồng hồ thông minh hài lòng, dịch vụ ổn; đúng lịch.",positive
"So với Dell khác thì wifi tạm , tổng thể mức trung bình",neutral
"sản phẩm loa bluetooth rất tệ, gia công cực kém; giao chậm, hỏng ngay khi mở hộp.",very_negative
"máy lọc không khí pin tụt nhanh, cảm giác sử dụng chưa tốt; đóng gói ẩu.",negative
"sac du phong dinh cua chop, giao hang noi bat, ho tro tot; se mua lai.",very_positive
Trải nghiệm bình thường ; thiết kế được ; màu sắc tốt,neutral
"sản phẩm màn hình đáng tiền, cảm giác sử dụng ổn; đóng gói cẩn thận.",positive
vỏ máy khá ; pin kém ; âm thanh kém,neutral
"sản phẩm máy ảnh rất tệ, độ ổn định cực kém; phản hồi chậm, hỏng ngay khi mở hộp.",very_negative
"Giao hàng khá nhanh , đóng gói được , chất lượng không nổi bật",neutral
"Dùng 1 tháng thì touchpad tốt , còn lại mức trung bình",neutral
"So với Apple thì màn hình khá , nhìn chung mức trung bình",neutral
"máy ảnh vượt xa mong đợi, pin nổi bật, phản hồi nhiệt tình; sẽ giới thiệu cho bạn bè.",very_positive
"bàn phím cơ xuất sắc, giao hàng nổi bật, giao nhanh; sẽ mua lại.",very_positive
"sản phẩm laptop hài lòng, gia công ok; hỗ trợ ok. 🤩 nice",positive
"pin được , hiệu năng khá , nhìn chung ổn thôi 🙂",neutral
"san pham loa bluetooth khong nen mua, giao hang cuc kem; giao cham, rat buc minh.",very_negative
Trải nghiệm ổn thôi ; thiết kế tốt ; màu sắc không tốt,neutral
"laptop tuyet hao, ket noi noi bat, giao nhanh; se gioi thieu cho ban be.",very_positive
"sản phẩm loa bluetooth rất tệ, kết nối cực kém; hỗ trợ kém, muốn hoàn tiền ngay.",very_negative
"Dùng 1 tháng thì phụ kiện chưa ổn , còn lại tạm ổn",neutral
"sản phẩm loa bluetooth thảm họa, bảo hành cực kém; giao chậm, trải nghiệm :neg_emoji: hại.",very_negative
"giao hàng ổn , pin khá , còn lại không nổi bật",neutral
"san pham man hinh on ap, dich vu on; giao nhanh.",positive
"máy ảnh tuyệt hảo, kết nối nổi bật, hỗ trợ tốt; sẽ giới thiệu cho bạn bè.",very_positive
"Dùng 2 tuần thì màn hình không tốt , còn lại ổn thôi",neutral
"So với Dell thì màn hình ổn , nhìn chung ổn thôi",neutral
"sản phẩm sạc dự phòng yêu cầu hoàn tiền, chất âm cực kém; hỗ trợ kém, hỏng ngay khi mở hộp.",very_negative
"sản phẩm robot hút bụi mượt mà, đóng gói ổn; hỗ trợ tốt.",positive
"sac du phong yêu lắm lun 🥰, recommend mạnh.",very_positive
"dong ho thong minh kho ket noi, bao hanh chua tot; ho tro kem.",negative
"sản phẩm máy lọc không khí ổn áp, độ ổn định ổn; đóng gói cẩn thận.",positive
"may tinh bang pin tut nhanh, pin chua tot; phan hoi cham.",negative
"đóng gói ổn , pin khá , còn lại tạm ổn",neutral
"giao hàng tốt , pin kém , còn lại được",neutral
"sản phẩm máy in ổn áp, bảo hành ổn; đúng lịch.",positive
"thiết kế kém , pin tạm , còn lại được",neutral
"máy ảnh pin tụt nhanh, độ bền chưa tốt; hỗ trợ kém. nope",negative
"sản phẩm sạc dự phòng thảm họa, kết nối cực kém; đóng gói ẩu, muốn hoàn tiền ngay.",very_negative
"san pham loa bluetooth hai long, gia cong on; ho tro tot.",positive
"sản phẩm máy lọc không khí thảm họa, chất âm cực rất thất vọng; giao chậm, trải nghiệm :neg_emoji: hại. 😠 bad",very_negative
"đồng hồ thông minh đỉnh của chóp, hiệu năng nổi bật, giao nhanh; rất đỉnh. stable",very_positive
"Lenovo sản phẩm máy tính bảng không nên mua, nhiệt độ cực kém; hỗ trợ kém, hỏng ngay khi mở hộp. , thiết kế kém",very_negative
"san pham ban phim co dang tien, do on dinh on; dong goi can than.",positive
Trải nghiệm khá ổn ; pin tạm ; màu sắc khá,neutral
Trải nghiệm được ; touchpad bình thường ; màu sắc tạm,neutral
vỏ máy kém ; pin ổn ; âm thanh không tốt,neutral
"Màu sắc không tốt , cảm giác sử dụng tạm ổn",neutral
"Xiaomi robot hút bụi xuất sắc, hiệu năng nổi bật, phản hồi nhiệt tình; mình cực kỳ ưng.",very_positive
"sản phẩm loa bluetooth cực kỳ thảm họa, nhiệt độ cực thảm họa; giao chậm, trải nghiệm :neg_emoji: hại.",very_negative
"đồng hồ thông minh không chê vào đâu được, màn hình nổi bật, giao nhanh; sẽ mua lại.",very_positive
"man hinh giao cham, man hinh chua tot; giao cham.",negative
"sản phẩm tivi không nên mua, độ bền cực kém; đóng gói ẩu, muốn hoàn tiền ngay.",very_negative
"máy ảnh quá xuất sắc, độ xuất sắc định nổi bật, hỗ trợ xuất sắc; mình cực kỳ ưng. stable",very_positive
"So với Sony thì phụ kiện khá , nhìn chung không nổi bật",neutral
"san pham tivi kinh khung, pin cuc kem; phan hoi cham, muon hoan tien ngay.",very_negative
"chuột không dây giá cao, độ bền chưa tốt; giao chậm.",negative
"sản phẩm sạc dự phòng kinh khủng, nhiệt độ cực kém; giao chậm, hỏng ngay khi mở hộp.",very_negative
"sản phẩm điện thoại hỏng ngay lần đầu, độ bền cực rất thất vọng; hỗ trợ rất thất vọng, rất bực mình. not worth",very_negative
"san pham loa bluetooth cuc ky that vong, cam giac su dung cuc kem; phan hoi cham, muon hoan tien ngay.",very_negative
"san pham tai nghe dang tien, do ben on; phan hoi nhiet tinh.",positive
"điện thoại nóng, bảo hành chưa tốt; giao chậm.",negative
"màn hình quá tuyệt vời, đóng gói nổi bật, đóng gói cẩn thận; sẽ mua lại.",very_positive
"máy lọc không khí quá tuyệt vời, thiết kế nổi bật, hỗ trợ tốt; rất đáng tiền.",very_positive
"sản phẩm laptop hài lòng, kết nối ổn áp; giao nhanh. 😍",positive
"pin chưa ổn , pin ổn , còn lại mức trung bình",neutral
"đồng hồ thông minh đúng như mô tả, giao bình thường.",neutral
"may tinh bang kho ket noi, nhiet do chua tot; dong goi au.",negative
"sản phẩm tivi hài lòng, chất âm ổn; đúng lịch.",positive
"sản phẩm robot hút bụi yêu cầu hoàn tiền, gia công cực kém; hỗ trợ kém, muốn hoàn tiền ngay.",very_negative
"phụ kiện ổn , pin tạm , còn lại được",neutral
"bàn phím cơ nóng, chất âm chưa tốt; phản hồi chậm.",negative
"Giao hàng đúng hẹn , đóng gói khá , chất lượng ổn thôi",neutral
touchpad khá ; pin tốt ; âm thanh không nổi bật,neutral
"Dell sản phẩm tai nghe rất tệ, màn hình cực kém; giao chậm, hỏng ngay khi mở hộp. , màn hình không tốt",very_negative
"Màu sắc ổn , cảm giác sử dụng ổn thôi",neutral
"máy tính bảng khó kết nối, giao hàng chưa tốt; đóng gói ẩu.",negative
"phụ kiện chưa ổn , pin khá , còn lại mức trung bình",neutral
"sản phẩm bàn phím cơ nên mua, đóng gói hài lòng; đúng lịch. stable",positive
"sản phẩm tai nghe kinh khủng, thiết kế cực kém; đóng gói ẩu, muốn hoàn tiền ngay.",very_negative
"sản phẩm loa bluetooth nên mua, bảo hành ổn; hỗ trợ tốt.",positive
"bàn phím không tốt , hiệu năng tạm , nhìn chung bình thường 🙂",neutral
"máy in nóng, chất âm chưa tốt; phản hồi chậm. poor",negative
"So với Dell khác thì âm thanh không nổi bật , tổng thể được",neutral
"may tinh bang on, ket noi chua tot; phan hoi cham.",negative
"âm thanh không nổi bật , hiệu năng được , nhìn chung không nổi bật 😐",neutral
"tai nghe ồn, thiết kế chưa tốt; đóng gói ẩu.",negative
"tivi đáng từng đồng, bảo hành nổi bật, đóng gói cẩn thận; mình cực kỳ ưng.",very_positive
"loa bluetooth khong nhu ky vong, do on dinh chua tot; dong goi au.",negative
"Dell loa bluetooth pin tụt nhanh, đóng gói chưa tốt; hỗ trợ kém.",negative
"robot hut bui cực phẩm luôn, quá yêu.",very_positive
"san pham dien thoai tham hoa, chat am cuc kem; ho tro kem, muon hoan tien ngay.",very_negative
"man hinh khong che vao dau duoc, giao hang noi bat, dung lich; minh cuc ky ung.",very_positive
"loa bluetooth không chê vào đâu được, màn hình nổi bật, đúng lịch; rất đáng tiền.",very_positive
thiết kế khá ; pin kém ; âm thanh không tốt,neutral
"sản phẩm đồng hồ thông minh :neg_emoji: hại, nhiệt độ cực kém; phản hồi chậm, muốn hoàn tiền ngay.",very_negative
"sản phẩm điện thoại thảm họa, cảm giác sử dụng cực kém; đóng gói ẩu, muốn hoàn tiền ngay.",very_negative
"màn hình không chê vào đâu được, màn hình nổi bật, giao nhanh; sẽ giới thiệu cho bạn bè.",very_positive
"laptop tuyệt hảo, hiệu năng nổi bật, đóng gói cẩn thận; rất cực kỳ tốt. 😊 smooth",very_positive
Trải nghiệm tạm ổn ; chất liệu ổn ; màu sắc không nổi bật,neutral
"sản phẩm máy in yêu cầu hoàn tiền, hiệu năng cực kém; phản hồi chậm, rất bực mình.",very_negative
"bàn phím cơ hơi thất vọng, dịch vụ chưa tốt; phản hồi chậm.",negative
"So với Lenovo khác thì màn hình tốt , tổng thể tạm ổn",neutral
"đồng hồ thông minh giao chậm, màn hình chưa tốt; đóng gói ẩu.",negative
"sản phẩm sạc dự phòng rất quá tệ, giao hàng cực quá tệ; đóng gói ẩu, rất bực mình.",very_negative
"robot hut bui on, ket noi chua tot; phan hoi cham.",negative
"Xiaomi sản phẩm máy ảnh ổn áp, giao hàng ổn; đúng lịch. , camera tốt",positive
"sản phẩm điện thoại rất tệ, độ ổn định cực kém; phản hồi chậm, rất bực mình.",very_negative
"So với MSI thì âm thanh chưa ổn , nhìn chung ổn thôi",neutral
"Dùng vài ngày thì thiết kế được , còn lại được",neutral
"sản phẩm màn hình rất ổn, giao hàng ổn; đúng lịch.",positive
"Dùng 2 tuần thì phụ kiện tốt , còn lại khá ổn",neutral
"Dùng văn phòng thì được , phụ kiện tạm",neutral
"màn hình đóng gói sơ sài, độ bền chưa tốt; hỗ trợ không ổn. 💥 nope",negative
"sạc dự phòng ồn, hiệu năng chưa tốt; hỗ trợ kém.",negative
"So với Apple khác thì touchpad được , tổng thể không nổi bật",neutral
"bàn phím chưa ổn , hiệu năng tốt , nhìn chung bình thường 😐",neutral
"sản phẩm máy lọc không khí yêu cầu hoàn tiền, pin cực kém; hỗ trợ kém, trải nghiệm :neg_emoji: hại.",very_negative
"sản phẩm laptop tốt, chất âm ổn; đóng gói cẩn thận.",positive
"màn hình tạm được, đúng hẹn.",neutral
"sản phẩm máy lọc không khí không nên mua, gia công cực kinh khủng; hỗ trợ kinh khủng, trải nghiệm :neg_emoji: hại. nope",very_negative
"sản phẩm laptop rất ổn, hiệu năng ổn; phản hồi nhiệt tình.",positive
"loa bluetooth cực kỳ hài lòng, bảo hành nổi bật, hỗ trợ tốt; sẽ mua lại.",very_positive
"Dell tivi không chê vào đâu được, màn hình nổi bật, giao nhanh; rất đáng tiền. , chất liệu được",very_positive
"wifi tốt , hiệu năng được , nhìn chung không nổi bật 🤔",neutral
"Dùng văn phòng thì tạm ổn , phụ kiện không nổi bật",neutral
"màn hình không như kỳ vọng, bảo hành chưa tốt; đóng gói ẩu.",negative
"So với HP thì chất liệu kém , nhìn chung ổn thôi",neutral
"sản phẩm máy tính bảng :neg_emoji: hại, kết nối cực kỳ kém; giao chậm, rất bực mình.",very_negative
"Oppo sản phẩm bàn phím cơ hài lòng, đóng gói ổn; giao nhanh. , đóng gói tạm",positive
"giao hàng tốt , pin khá , còn lại không nổi bật",neutral
"Dùng 1 tháng thì touchpad được , còn lại không nổi bật",neutral
"wifi không tốt , hiệu năng tạm , nhìn chung không nổi bật 🤔",neutral
"tivi đỉnh của chóp, cảm giác sử dụng nổi bật, giao nhanh; mình cực kỳ ưng.",very_positive
"tai nghe đỉnh của chóp, gia công nổi bật, phản hồi nhiệt tình; mình cực kỳ ưng.",very_positive
"laptop khó kết nối, độ bền chưa tốt; giao chậm.",negative
Trải nghiệm không nổi bật ; chất liệu ổn ; màu sắc được,neutral
"san pham tai nghe tham hoa, chat am cuc kem; dong goi au, rat buc minh.",very_negative
"Apple tivi khó kết nối, giao hàng chưa tốt; phản hồi chậm. , phụ kiện tạm",negative
"Dùng văn phòng thì ổn thôi , vỏ máy khá",neutral
"sản phẩm máy in yêu cầu hoàn tiền, giao hàng cực kinh khủng; giao chậm, trải nghiệm :neg_emoji: hại.",very_negative
"Oppo bàn phím cơ vượt xa mong đợi, dịch vụ nổi bật, đúng lịch; sẽ mua lại.",very_positive
"sản phẩm robot hút bụi nên mua, độ ổn định ổn; đóng gói cẩn thận.",positive
Trải nghiệm không nổi bật ; pin ổn ; màu sắc ổn,neutral
"máy tính bảng không như kỳ vọng, độ ổn định chưa tốt; hỗ trợ kém.",negative
"máy tính bảng pin tụt nhanh, chất âm chưa tốt; hỗ trợ kém.",negative
"chuột không dây nóng, độ bền chưa tốt; phản hồi chậm.",negative
"sản phẩm tivi yêu cầu hoàn tiền, đóng gói cực kém; hỗ trợ kém, trải nghiệm :neg_emoji: hại.",very_negative
"san pham may loc khong khi rat on, hieu nang on; phan hoi nhiet tinh.",positive
"bàn phím chưa ổn , hiệu năng ổn , nhìn chung mức trung bình 😐",neutral
"âm thanh được , pin tốt , còn lại không nổi bật",neutral
"So với Lenovo thì thiết kế chưa ổn , nhìn chung bình thường",neutral
"pin ổn , pin tốt , còn lại ổn thôi",neutral
"So với Oppo thì âm thanh không tốt , nhìn chung mức trung bình",neutral
"So với Apple thì màn hình tạm , nhìn chung ổn thôi",neutral
"Dùng văn phòng thì mức trung bình , giao hàng không nổi bật",neutral
"Sony tai nghe đủ dùng, giao bình thường.",neutral
"tivi nóng, kết nối chưa tốt; phản hồi chậm.",negative
"màn hình đủ dùng, giao bình thường. , màn hình khá",neutral
"Asus sản phẩm tai nghe đáng tiền, hiệu năng ổn; hỗ trợ tốt. , pin khá",positive
"sản phẩm loa bluetooth hỏng ngay lần đầu, thiết kế cực thảm họa; hỗ trợ thảm họa, hỏng ngay khi mở hộp. 🤬",very_negative
pin kém ; pin tốt ; âm thanh chưa ổn,neutral
"So với Samsung thì màn hình ổn , nhìn chung không nổi bật",neutral
"san pham tivi tot, nhiet do on; phan hoi nhiet tinh.",positive
"sản phẩm máy tính bảng thảm họa, hiệu năng cực quá tệ; giao chậm, hỏng ngay khi mở hộp. 🤬",very_negative
"Lenovo chuột không dây pin tụt nhanh, cảm giác sử dụng chưa tốt; giao chậm.",negative
"điện thoại tạm được, đúng hẹn.",neutral
"đồng hồ thông minh hơi thất vọng, kết nối chưa tốt; giao chậm.",negative
"chuột không dây gia công kém, kết nối chưa tốt; đóng gói ẩu.",negative
"sản phẩm đồng hồ thông minh yêu cầu hoàn tiền, độ ổn định cực kinh khủng; đóng gói ẩu, rất bực mình.",very_negative
"So với Lenovo thì phụ kiện khá , nhìn chung không nổi bật",neutral
"chuột không dây khó kết nối, pin chưa tốt; giao chậm.",negative
Trải nghiệm tạm ổn ; bàn phím tạm ; màu sắc không tốt,neutral
"So với MSI thì giao hàng chưa ổn , nhìn chung không nổi bật",neutral
"sản phẩm tivi mượt mà, hiệu năng ổn; phản hồi nhiệt tình.",positive
"Samsung tivi đỉnh của chóp, màn hình nổi bật, đóng gói cẩn thận; rất đáng tiền.",very_positive
"sản phẩm màn hình lừa đảo, bảo hành cực kém; phản hồi chậm, hỏng ngay khi mở hộp.",very_negative
"máy lọc không khí xuất sắc, chất âm nổi bật, đúng lịch; sẽ giới thiệu cho bạn bè.",very_positive
"tivi giao chậm, hiệu năng chưa tốt; đóng gói ẩu.",negative
"Dùng văn phòng thì khá ổn , màn hình không nổi bật",neutral
"Dell sản phẩm bàn phím cơ cực kỳ thất vọng, màn hình cực kém; giao chậm, hỏng ngay khi mở hộp. , màn hình không tốt",very_negative
"san pham robot hut bui tham hoa, gia cong cuc kem; giao cham, hong ngay khi mo hop.",very_negative
"sản phẩm laptop :neg_emoji: hại, độ ổn định cực kỳ kém; giao chậm, trải nghiệm :neg_emoji: hại. poor",very_negative
thiết kế được ; pin tạm ; âm thanh khá,neutral
touchpad tốt ; pin bình thường ; âm thanh được,neutral
"san pham dien thoai rat te, hieu nang cuc kem; giao cham, hong ngay khi mo hop.",very_negative
"máy lọc không khí xuất sắc, thiết kế nổi bật, đóng gói cẩn thận; sẽ mua lại. 😊 nice",very_positive
"ban phim co pin tut nhanh, gia cong chua tot; dong goi au.",negative
"Mua với giá thấp , được",neutral
"tai nghe gia cong kem, nhiet do chua tot; phan hoi cham.",negative
"sản phẩm robot hút bụi mượt mà, màn hình ổn; đóng gói cẩn thận.",positive
"So với Sony khác thì giao hàng không tốt , tổng thể không nổi bật",neutral
"Samsung laptop cực kỳ hài lòng, kết nối nổi bật, đúng lịch; rất đáng tiền. , vỏ máy tạm",very_positive
"sản phẩm điện thoại hài lòng, thiết kế ổn; giao nhanh. good",positive
"tai nghe tạm được, đúng hẹn.",neutral
"ban phim co on, chat am chua tot; dong goi au.",negative
"Chất lượng thiết kế khá , 😐",neutral
"Dùng nửa tháng thì âm thanh tốt , còn lại ổn thôi",neutral
"sản phẩm máy in đáng tiền, màn hình ổn; hỗ trợ tốt.",positive
"Dùng nửa tháng thì màn hình không tốt , còn lại được",neutral
"loa bluetooth pin tụt nhanh, pin chưa tốt; hỗ trợ kém.",negative
"sản phẩm máy ảnh rất tệ, nhiệt độ cực kém; hỗ trợ kém, rất bực mình.",very_negative
"đồng hồ thông minh cực kỳ hài lòng, pin nổi bật, giao nhanh; sẽ giới thiệu cho bạn bè.",very_positive
"Giao hàng bình thường , đóng gói khá , trải nghiệm 🤔",neutral
"wifi kém , hiệu năng tạm , nhìn chung mức trung bình 😐",neutral
"Apple sản phẩm sạc dự phòng đáng tiền, dịch vụ ổn; đúng lịch. , phụ kiện được",positive
"sản phẩm robot hút bụi không nên mua, độ ổn định cực kém; phản hồi chậm, muốn hoàn tiền ngay.",very_negative
"laptop giao chậm, kết nối chưa tốt; hỗ trợ kém.",negative
"sản phẩm máy tính bảng nên mua, độ ổn định ổn; phản hồi nhiệt tình.",positive
bàn phím không tốt ; pin tốt ; âm thanh tốt,neutral
"So với Apple thì thiết kế tốt , nhìn chung mức trung bình",neutral
"san pham sac du phong dang tien, man hinh on; dung lich.",positive
"chuot đỉnh của chóp, recommend mạnh.",very_positive
"sản phẩm màn hình ok áp, hiệu năng ok; giao nhanh. smooth",positive
"san pham robot hut bui cuc ky that vong, hieu nang cuc kem; ho tro kem, rat buc minh.",very_negative
"san pham man hinh hai long, chat am on; giao nhanh.",positive
"Dùng văn phòng thì tạm ổn , giao hàng tạm",neutral
"tai nghe dinh cua chop, chat am noi bat, dong goi can than; se gioi thieu cho ban be.",very_positive
"chuột không dây nóng, độ bền chưa tốt; giao chậm.",negative
"sản phẩm điện thoại lừa đảo, gia công cực kém; phản hồi chậm, trải nghiệm :neg_emoji: hại.",very_negative
"Dùng văn phòng thì không nổi bật , đóng gói bình thường",neutral
"thiết kế không tốt , pin không tốt , còn lại được",neutral
"sản phẩm bàn phím cơ kinh khủng, dịch vụ cực rất thất vọng; giao chậm, muốn hoàn tiền ngay. 👎 not worth",very_negative
"âm thanh ổn , pin tốt , còn lại bình thường",neutral
"sản phẩm chuột không dây mượt mà, độ ổn định ổn; giao nhanh.",positive
"tai nghe ồn, màn hình chưa tốt; hỗ trợ kém.",negative
"máy in tuyệt hảo, hiệu năng nổi bật, phản hồi nhiệt tình; sẽ mua lại.",very_positive
"màn hình tốt , pin kém , còn lại được",neutral
"sản phẩm điện thoại ổn áp, gia công ổn; phản hồi nhiệt tình.",positive
"san pham tai nghe lua dao, thiet ke cuc kem; giao cham, hong ngay khi mo hop.",very_negative
"phụ kiện kém , hiệu năng kém , nhìn chung mức trung bình 😐",neutral
"sản phẩm tai nghe hỏng ngay lần đầu, nhiệt độ cực kém; phản hồi chậm, rất bực mình.",very_negative
"sản phẩm tivi ổn áp, đóng gói ổn; hỗ trợ tốt.",positive
"sản phẩm máy ảnh thảm họa, độ bền cực kinh khủng; phản hồi chậm, rất bực mình.",very_negative
"may loc khong khi dang tung dong, ket noi noi bat, dung lich; minh cuc ky ung.",very_positive
"Dùng văn phòng thì được , chất liệu khá",neutral
"laptop quá xịn, thiết kế nổi bật, đúng lịch; rất quá xịn. good",very_positive
"ban phim co vuot xa mong doi, do ben noi bat, giao nhanh; minh cuc ky ung.",very_positive
"sản phẩm máy ảnh nên mua, thiết kế ổn; phản hồi nhiệt tình.",positive
"sản phẩm màn hình yêu cầu hoàn tiền, độ bền cực kém; phản hồi chậm, trải nghiệm :neg_emoji: hại.",very_negative
"đồng hồ thông minh pin tụt nhanh, đóng gói chưa tốt; hỗ trợ kém.",negative
"sản phẩm bàn phím cơ lừa đảo, nhiệt độ cực kém; giao chậm, muốn hoàn tiền ngay.",very_negative
"chuột không dây không chê vào đâu được, đóng gói nổi bật, hỗ trợ đỉnh; mình cực kỳ ưng. 😊",very_positive
"Dùng 2 tuần thì chất liệu ổn , còn lại khá ổn",neutral
"So với Lenovo thì phụ kiện chưa ổn , nhìn chung được",neutral
"sản phẩm chuột không dây ok áp, độ ok định ok; giao nhanh. 🙂",positive
"Oppo sản phẩm bàn phím cơ rất tệ, đóng gói cực kém; hỗ trợ kém, trải nghiệm :neg_emoji: hại.",very_negative
"san pham man hinh tot, cam giac su dung on; phan hoi nhiet tinh.",positive
"Dùng 1 tuần thì pin bình thường , còn lại ổn thôi",neutral
"sản phẩm máy tính bảng tốt, giao hàng ổn; đúng lịch.",positive
"máy in tuyệt hảo, thiết kế nổi bật, đúng lịch; mình cực kỳ ưng.",very_positive
"tai nghe xuất sắc, cảm giác sử dụng nổi bật, giao nhanh; rất đáng tiền.",very_positive
"sản phẩm robot hút bụi hài lòng, độ ổn định ổn; giao nhanh.",positive
"robot hút bụi giao chậm, bảo hành chưa tốt; hỗ trợ kém.",negative
"So với MSI khác thì giao hàng tốt , tổng thể ổn thôi",neutral
"sản phẩm màn hình mượt mà, độ ổn định ổn; hỗ trợ tốt.",positive
"sản phẩm đồng hồ thông minh rất thảm họa, đóng gói cực thảm họa; hỗ trợ thảm họa, hỏng ngay khi mở hộp. 😠",very_negative
"HP sản phẩm máy lọc không khí rất ổn, độ ổn định ổn; giao nhanh. , vỏ máy được",positive
"sản phẩm chuột không dây đáng tiền, gia công ổn; giao nhanh. , âm thanh chưa ổn",positive
"màn hình vượt xa mong đợi, pin nổi bật, hỗ trợ tốt; rất đáng tiền.",very_positive
"Oppo tivi bình thường, giao bình thường. , pin ổn",neutral
"Dùng văn phòng thì ổn thôi , màn hình kém",neutral
"pin kém , pin kém , còn lại bình thường",neutral
"điện thoại tuyệt hảo, dịch vụ nổi bật, giao nhanh; sẽ giới thiệu cho bạn bè. , thiết kế được",very_positive
"sản phẩm điện thoại đáng tiền, chất âm ổn; phản hồi nhiệt tình.",positive
"máy in quá tuyệt vời, gia công nổi bật, đóng gói cẩn thận; sẽ giới thiệu cho bạn bè.",very_positive
"điện thoại đóng gói sơ sài, thiết kế chưa tốt; giao chậm.",negative
"phụ kiện chưa ổn , pin tạm , còn lại ổn thôi",neutral
"may loc khong khi cuc ky hai long, man hinh noi bat, ho tro tot; se gioi thieu cho ban be.",very_positive
"tai nghe vượt xa mong đợi, hiệu năng nổi bật, hỗ trợ tốt; sẽ mua lại.",very_positive
"So với Xiaomi thì đóng gói kém , nhìn chung không nổi bật",neutral
Trải nghiệm không nổi bật ; pin tốt ; màu sắc được,neutral
"điện thoại xuất sắc, thiết kế nổi bật, phản hồi nhiệt tình; mình cực kỳ ưng.",very_positive
"bàn phím bình thường , hiệu năng tạm , nhìn chung không nổi bật 😐",neutral
"loa bluetooth đúng như mô tả, giao bình thường.",neutral
"sản phẩm bàn phím cơ thảm họa, kết nối cực kém; hỗ trợ kém, muốn hoàn tiền ngay.",very_negative
"máy in đóng gói sơ sài, đóng gói chưa tốt; giao chậm.",negative
"Dùng văn phòng thì mức trung bình , touchpad ổn",neutral
"sản phẩm chuột không dây :neg_emoji: hại, đóng gói cực rất thất vọng; giao chậm, hỏng ngay khi mở hộp. lag",very_negative
"đóng gói khá , pin ổn , còn lại mức trung bình",neutral
"chất liệu không tốt , hiệu năng bình thường , nhìn chung mức trung bình 🙂",neutral
Trải nghiệm không nổi bật ; wifi không tốt ; màu sắc kém,neutral
"san pham tivi nen mua, pin on; dong goi can than.",positive
"sản phẩm sạc dự phòng cực kỳ thất vọng, kết nối cực kém; đóng gói ẩu, hỏng ngay khi mở hộp.",very_negative
"sản phẩm chuột không dây mượt mà, dịch vụ đáng tiền; hỗ trợ đáng tiền.",positive
"Sử dụng nửa tháng thấy thiết kế chưa ổn , còn lại bình thường",neutral
"máy ảnh quá tuyệt vời, màn hình nổi bật, giao nhanh; sẽ giới thiệu cho bạn bè.",very_positive
"sản phẩm máy lọc không khí tốt, giao hàng ổn; hỗ trợ tốt.",positive
"Giao hàng đúng hẹn , đóng gói ổn , chất lượng được",neutral
"loa bluetooth đỉnh của chóp, chất âm nổi bật, giao nhanh; sẽ giới thiệu cho bạn bè.",very_positive
"sản phẩm máy tính bảng nên mua, hiệu năng ổn áp; phản hồi nhiệt tình. good",positive
"So với Lenovo thì âm thanh ổn , nhìn chung mức trung bình",neutral
"sản phẩm màn hình nên mua, dịch vụ ổn; hỗ trợ tốt.",positive
"sản phẩm máy in rất ổn, bảo hành ổn; giao nhanh.",positive
"So với Apple khác thì âm thanh không nổi bật , tổng thể ổn thôi",neutral
"wifi kém , hiệu năng kém , nhìn chung không nổi bật 🤔",neutral
"sản phẩm sạc dự phòng đáng tiền, hiệu năng ổn; hỗ trợ tốt.",positive
"điện thoại gia công kém, màn hình chưa tốt; hỗ trợ kém.",negative
"Asus sản phẩm máy in không nên mua, thiết kế cực kém; phản hồi chậm, muốn hoàn tiền ngay.",very_negative
"sản phẩm bàn phím cơ không nên mua, pin cực kém; phản hồi chậm, rất bực mình.",very_negative
"sản phẩm chuột không dây kinh khủng, kết nối cực rất thất vọng; giao chậm, rất bực mình.",very_negative
"chuột không dây tuyệt hảo, độ cực kỳ tốt định nổi bật, giao nhanh; mình cực kỳ ưng. 🤩 stable",very_positive
"robot hút bụi tuyệt hảo, dịch vụ nổi bật, đóng gói cẩn thận; sẽ giới thiệu cho bạn bè.",very_positive
"Chất lượng đóng gói tốt , 🤔",neutral
"So với MSI thì âm thanh khá , nhìn chung mức trung bình",neutral
"tivi pin tụt nhanh, cảm giác sử dụng chưa tốt; giao chậm. , phụ kiện được",negative
"sản phẩm máy ảnh hài lòng, giao hàng ổn; hỗ trợ tốt.",positive
